round_index,environment,n_runs,n_walked,n_unwalkable,n_failures,collapse_rate,root_failure_share,child_failure_share,no_recursion_failure_share,ungrounded_share,sub_verifier_available,n_expected_runs,n_missing_runs,runs_complete,evidence_complete,round_complete
1,DeepMind_mrcrv2,20,20,0,3,0.0,0.0,0.0,1.0,0.0,false,,,unknown,true,true
